event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date,is_major,latitude,longitude
1180,The Irish Open,"June 27 - 30, 2013",,Carton House GC,7301.0,72.0,,2013-06-27,2013-06-30,0.0,,
1181,Hyundai Tournament of Champions,"January 4 - 8, 2013",5700000.0,"Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2013-01-04,2013-01-08,0.0,20.99490395,-156.6562339558182
1182,Humana Challenge in partnership with the Clinton Foundation,"January 17 - 20, 2013",5600000.0,,6950.0,72.0,,2013-01-17,2013-01-20,0.0,,
1183,Waste Management Phoenix Open,"Jan 31 - February 3, 2013",6200000.0,"Scottsdale, AZ",7216.0,71.0,TPC Scottsdale (Stadium Course),2013-01-31,2013-02-03,0.0,33.4942189,-111.926018
1184,AT&T Pebble Beach National Pro-Am,"February 7 - 10, 2013",6500000.0,,6837.0,72.0,,2013-02-07,2013-02-10,0.0,,
1185,Farmers Insurance Open,"January 24 - 28, 2013",6100000.0,,7052.0,72.0,,2013-01-24,2013-01-28,0.0,,
1186,Sony Open in Hawaii,"January 10 - 13, 2013",5600000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2013-01-10,2013-01-13,0.0,21.304547,-157.855676
1187,Northern Trust Open,"February 14 - 17, 2013",6600000.0,"Pacific Palisades, CA",7349.0,71.0,Riviera Country Club,2013-02-14,2013-02-17,0.0,34.0480643,-118.5264706
1188,The Honda Classic,"Feb 28 - March 3, 2013",6000000.0,"Palm Beach Gardens, FL",7110.0,70.0,PGA National Resort & Spa (The Champion),2013-02-28,2013-03-03,0.0,26.8233946,-80.1386547
1189,Arnold Palmer Invitational presented by MasterCard,"March 21 - 25, 2013",6200000.0,"Orlando, FL",7419.0,72.0,Arnold Palmer's Bay Hill Club & Lodge,2013-03-21,2013-03-25,0.0,28.5421109,-81.3790304
1190,Zurich Classic of New Orleans,"April 25 - 28, 2013",6600000.0,"Avondale, LA",7425.0,72.0,TPC Louisiana,2013-04-25,2013-04-28,0.0,29.90669,-90.19013768959968
1191,THE PLAYERS Championship,"May 9 - 12, 2013",9500000.0,"Ponte Vedra Beach, FL",7215.0,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2013-05-09,2013-05-12,0.0,30.2274645,-81.3800824
1192,The Masters,"April 11 - 14, 2013",8000000.0,"Augusta, GA",7445.0,72.0,Augusta National Golf Club,2013-04-11,2013-04-14,1.0,33.4709714,-81.9748429
1193,RBC Heritage,"April 18 - 21, 2013",5800000.0,"Hilton Head Island, SC",7101.0,71.0,Harbour Town Golf Links,2013-04-18,2013-04-21,0.0,32.1618488,-80.7512616
1194,Wyndham Championship,"August 15 - 18, 2013",5300000.0,"Greensboro, NC",7130.0,70.0,Sedgefield Country Club,2013-08-15,2013-08-18,0.0,36.0726355,-79.7919754
1195,Shell Houston Open,"March 28 - 31, 2013",6200000.0,"Houston, TX",7441.0,72.0,Golf Club of Houston,2013-03-28,2013-03-31,0.0,29.7589382,-95.3676974
1196,HP Byron Nelson Championship,"May 16 - 19, 2013",6700000.0,"Irving, TX",7166.0,70.0,TPC Four Seasons Resort,2013-05-16,2013-05-19,0.0,32.8295183,-96.9442177
1197,Crowne Plaza Invitational at Colonial,"May 23 - 26, 2013",6400000.0,"Fort Worth, TX",7204.0,70.0,Colonial Country Club,2013-05-23,2013-05-26,0.0,32.753177,-97.3327459
1198,the Memorial Tournament presented by Nationwide Insurance,"May 30 - June 2, 2013",6200000.0,"Dublin, OH",7354.0,72.0,Muirfield Village Golf Club,2013-05-30,2013-06-02,0.0,40.0996009,-83.1135563
1199,The Barclays,"August 22 - 25, 2013",8000000.0,"Jersey City, NJ",7353.0,71.0,Liberty National Golf Club,2013-08-22,2013-08-25,0.0,40.7215682,-74.047455
1200,U.S. Open,"June 13 - 16, 2013",8000000.0,"Ardmore, PA",6996.0,70.0,Merion GC,2013-06-13,2013-06-16,1.0,40.004128,-75.28828930301155
1201,FedEx St. Jude Classic,"June 6 - 9, 2013",5700000.0,"Memphis, TN",7239.0,70.0,TPC Southwind,2013-06-06,2013-06-09,0.0,35.1460249,-90.0517638
1202,Travelers Championship,"June 20 - 23, 2013",6100000.0,"Cromwell, CT",6844.0,70.0,TPC River Highlands,2013-06-20,2013-06-23,0.0,41.5949942,-72.6455665
1203,BMW Championship,"September 12 - 16, 2013",8000000.0,"Lake Forest, IL",7149.0,71.0,Conway Farms Golf Club,2013-09-12,2013-09-16,0.0,42.2586461,-87.8407055
1204,The Open Championship,"July 18 - 21, 2013",8000000.0,"Gullane, Scotland",7192.0,71.0,Muirfield Golf Links,2013-07-18,2013-07-21,1.0,56.0350435,-2.8307089
1205,Sanderson Farms Championship,"July 18 - 21, 2013",3000000.0,"Madison, MS",7202.0,72.0,Annandale GC,2013-07-18,2013-07-21,0.0,32.6308318,-90.0040817
1206,PGA Championship,"August 8 - 11, 2013",8000000.0,"Rochester, NY",7163.0,70.0,Oak Hill Country Club,2013-08-08,2013-08-11,1.0,43.157285,-77.615214
1207,World Golf Championships-Bridgestone Invitational,"August 1 - 4, 2013",8750000.0,"Akron, OH",7400.0,70.0,Firestone CC (South Course),2013-08-01,2013-08-04,0.0,41.083064,-81.518485
1208,RBC Canadian Open,"July 25 - 28, 2013",5600000.0,"Oakville, ON",7253.0,72.0,Glen Abbey GC,2013-07-25,2013-07-28,0.0,43.447436,-79.666672
1209,John Deere Classic,"July 11 - 14, 2013",4600000.0,"Silvis, IL",7268.0,71.0,TPC Deere Run,2013-07-11,2013-07-14,0.0,41.5122561,-90.4151301
1210,Valero Texas Open,"April 4 - 7, 2013",6200000.0,"San Antonio, TX",7406.0,72.0,TPC San Antonio (Oaks Course),2013-04-04,2013-04-07,0.0,29.4246002,-98.4951405
1211,TOUR Championship by Coca-Cola,"September 19 - 22, 2013",8000000.0,"Atlanta, GA",7154.0,70.0,East Lake Golf Club,2013-09-19,2013-09-22,0.0,33.7489924,-84.3902644
1212,Tampa Bay Championship presented by EverBank,"March 14 - 17, 2013",5500000.0,"Palm Harbor, FL",7340.0,71.0,Innisbrook Resort (Copperhead Course),2013-03-14,2013-03-17,0.0,28.0856815,-82.75690699742961
1213,World Golf Championships-Accenture Match Play Championship,"February 20 - 24, 2013",8750000.0,"Marana, AZ",7791.0,72.0,The Golf Club at Dove Mountain,2013-02-20,2013-02-24,0.0,32.4483736,-111.211475
1214,Reno-Tahoe Open,"August 1 - 4, 2013",3000000.0,"Reno, NV",7472.0,72.0,Montreux G&CC,2013-08-01,2013-08-04,0.0,39.5261206,-119.8126581
1215,World Golf Championships-Cadillac Championship,"March 7 - 10, 2013",8750000.0,"Doral, FL",7334.0,72.0,Trump National Doral Golf Course,2013-03-07,2013-03-10,0.0,25.8195424,-80.3553302
1216,Wells Fargo Championship,"May 2 - 5, 2013",6700000.0,"Charlotte, NC",7492.0,72.0,Quail Hollow Club,2013-05-02,2013-05-05,0.0,35.2272086,-80.8430827
1217,Deutsche Bank Championship,"Aug 30 - September 2, 2013",8000000.0,"Norton, MA",7216.0,71.0,TPC Boston,2013-08-30,2013-09-02,0.0,41.9667666,-71.1869939
1218,AT&T National,"June 27 - 30, 2013",6500000.0,"Bethesda, MD",7569.0,71.0,Congressional Country Club,2013-06-27,2013-06-30,0.0,38.98127255,-77.12335871396549
1219,Puerto Rico Open presented by seepuertorico.com,"March 7 - 10, 2013",3500000.0,"Rio Grande, Puerto Rico",7506.0,72.0,Grand Reserve Country Club,2013-03-07,2013-03-10,0.0,18.347440900000002,-65.81638138934318
1220,The Greenbrier Classic,"July 4 - 7, 2013",6300000.0,"White Sulphur Springs, WV",7287.0,70.0,The Old White Course,2013-07-04,2013-07-07,0.0,37.7965149,-80.2975734
1221,Panama Claro Championship,"February 21 - 24, 2013",600000.0,"Panama City, Panama",7102.0,70.0,Panama GC,2013-02-21,2013-02-24,0.0,8.9714493,-79.5341802
1222,Colombia Championship,"Feb 28 - March 3, 2013",700000.0,"Bogota, Colombia",7237.0,71.0,Country Club de Bogota Lagos,2013-02-28,2013-03-03,0.0,4.6533816,-74.0836333
1223,Chile Classic,"March 7 - 10, 2013",650000.0,"Santiago, Chile",6903.0,72.0,Prince of Whales Country Club,2013-03-07,2013-03-10,0.0,-33.4377756,-70.6504502
1224,Chitimacha Louisiana Open,"March 21 - 24, 2013",550000.0,"Broussard, LA",7006.0,71.0,Le Triomphe CC,2013-03-21,2013-03-24,0.0,30.1471506,-91.9612413
1226,South Georgia Classic,"April 25 - 28, 2013",650000.0,"Valdosta, GA",7781.0,72.0,Kinderlou Forest Golf Club,2013-04-25,2013-04-28,0.0,30.8327022,-83.2784851
1227,Stadion Classic at UGA,"May 2 - 4, 2013",600000.0,"Athens, GA",7253.0,71.0,University of Georgia GC,2013-05-02,2013-05-04,0.0,33.9597677,-83.376398
1228,Mid-Atlantic Championship,"May 30 - June 2, 2013",600000.0,"Potomac, MD",7139.0,70.0,TPC Potomac at Avenel Farm,2013-05-30,2013-06-02,0.0,39.0180508,-77.1956331355745
1229,Air Capital Classic,"June 13 - 16, 2013",600000.0,"Wichita, KS",6959.0,71.0,Crestview Country Club,2013-06-13,2013-06-16,0.0,37.6922361,-97.3375448
1230,Rex Hospital Open,"June 20 - 23, 2013",625000.0,"Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2013-06-20,2013-06-23,0.0,35.7803977,-78.6390989
1231,United Leasing Championship,"Jun 27 - July 1, 2013",600000.0,"Newburgh, IN",7242.0,72.0,Victoria National Golf Club,2013-06-27,2013-07-01,0.0,37.9456824,-87.4046571
1232,Utah Championship Pres'd by Utah Sports Commission,"July 11 - 14, 2013",625000.0,Willow Creek Country Club,6952.0,71.0,,2013-07-11,2013-07-14,0.0,43.94796265,-92.48641207984286
1233,Midwest Classic,"July 18 - 21, 2013",600000.0,"Overland Park, KS",7251.0,71.0,Nicklaus Golf Club at LionsGate,2013-07-18,2013-07-21,0.0,38.9742502,-94.6851702
1234,Albertsons Boise Open Presented by Kraft,"July 25 - 28, 2013",775000.0,"Boise, ID",6807.0,71.0,Hillcrest Country Club,2013-07-25,2013-07-28,0.0,43.6166163,-116.200886
1235,Mylan Classic,"August 1 - 4, 2013",675000.0,"Canonsburg, PA",6951.0,71.0,Southpointe Golf Club,2013-08-01,2013-08-04,0.0,40.2588431,-80.186732
1236,Price Cutter Charity Championship,"August 8 - 11, 2013",675000.0,"Springfield, MO",7115.0,72.0,Highland Springs Country Club,2013-08-08,2013-08-11,0.0,37.2081729,-93.2922715
1237,News Sentinel Open Presented by Pilot,"August 15 - 18, 2013",550000.0,"Knoxville, TN",7110.0,72.0,Fox Den Country Club,2013-08-15,2013-08-18,0.0,35.9603948,-83.9210261
1238,Cox Classic Presented by Lexus of Omaha,"August 22 - 25, 2013",800000.0,"Omaha, NE",7170.0,71.0,Champions Run,2013-08-22,2013-08-25,0.0,41.2587459,-95.9383758
1239,Nationwide Children's Hospital Championship,"September 12 - 15, 2013",1000000.0,"Columbus, OH",7455.0,71.0,OSU Golf Club (Scarlet Course),2013-09-12,2013-09-15,0.0,39.9622601,-83.0007065
1240,Web.com Tour Championship,"September 26 - 29, 2013",1000000.0,Dye's Valley Course,6864.0,70.0,,2013-09-26,2013-09-29,0.0,,
1241,Brasil Champions Presented by HSBC,"April 4 - 7, 2013",675000.0,"Sao Paulo, Brazil",6574.0,71.0,Sao Paulo Golf Club,2013-04-04,2013-04-07,0.0,-23.5506507,-46.6333824
1242,BMW Charity Pro-Am Presented by SYNNEX Corporation,"May 16 - 19, 2013",650000.0,,7024.0,71.0,,2013-05-16,2013-05-19,0.0,,
1243,Hotel Fitness Championship,"Aug 29 - September 1, 2013",1000000.0,"Macomb, MI",7360.0,72.0,Sycamore Hills Golf Club,2013-08-29,2013-09-01,0.0,42.6741189,-82.902901
1245,Mitsubishi Electric Championship at Hualalai,"January 18 - 20, 2013",1800000.0,"Kailua Kona, HI",7107.0,72.0,Hualalai Resort Golf Club,2013-01-18,2013-01-20,0.0,19.641941,-155.996933
1246,Allianz Championship,"February 8 - 10, 2013",1800000.0,"Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2013-02-08,2013-02-10,0.0,26.3586885,-80.0830984
1247,ACE Group Classic,"February 15 - 17, 2013",1600000.0,"Naples, FL",7193.0,72.0,The TwinEagles Club Talon Course,2013-02-15,2013-02-17,0.0,26.1421976,-81.7942944
1248,Toshiba Classic,"March 15 - 17, 2013",1750000.0,"Newport Beach, CA",6591.0,71.0,Newport Beach Country Club,2013-03-15,2013-03-17,0.0,33.6170092,-117.9294401
1249,Mississippi Gulf Resort Classic,"March 22 - 24, 2013",1600000.0,"Biloxi, MS",7119.0,72.0,Fallen Oak Golf Course,2013-03-22,2013-03-24,0.0,30.4007626,-88.8893818
1250,Greater Gwinnett Championship,"April 19 - 21, 2013",1800000.0,"Duluth, GA",7131.0,72.0,TPC Sugarloaf,2013-04-19,2013-04-21,0.0,34.0028569,-84.1441046
1251,Liberty Mutual Insurance Legends of Golf,"April 26 - 28, 2013",2700000.0,"Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2013-04-26,2013-04-28,0.0,32.0790074,-81.0921335
1252,Insperity Championship,"May 3 - 5, 2013",1800000.0,"The Woodlands, TX",7018.0,72.0,The Woodlands CC,2013-05-03,2013-05-05,0.0,30.1734194,-95.504686
1253,Senior PGA Championship,"May 23 - 26, 2013",2000000.0,"St. Louis, MO",6959.0,71.0,Bellerive Country Club,2013-05-23,2013-05-26,,38.6280278,-90.1910154
1254,Principal Charity Classic,"May 31 - June 2, 2013",1750000.0,"Des Moines, IA",6910.0,72.0,Wakonda Club,2013-05-31,2013-06-02,0.0,41.5868654,-93.6249494
1255,Regions Tradition,"June 6 - 9, 2013",2200000.0,"Birmingham, AL",7231.0,72.0,Shoal Creek,2013-06-06,2013-06-09,0.0,33.5206824,-86.8024326
1256,Encompass Championship,"June 21 - 23, 2013",1800000.0,North Shore Country Club,7103.0,72.0,,2013-06-21,2013-06-23,0.0,42.0745444,-87.78844568536479
1257,Constellation SENIOR PLAYERS Championship,"June 27 - 30, 2013",2700000.0,"Pittsburgh, PA",6696.0,70.0,Fox Chapel Golf Club,2013-06-27,2013-06-30,0.0,40.4416941,-79.9900861
1258,U.S. Senior Open Championship,"July 11 - 14, 2013",2600000.0,"Omaha, NE",6711.0,70.0,Omaha Country Club,2013-07-11,2013-07-14,,41.2587459,-95.9383758
1259,The Senior Open Championship Pres. by Rolex,"July 25 - 29, 2013",2000000.0,"Southport, England",7082.0,70.0,Royal Birkdale GC,2013-07-25,2013-07-29,0.0,53.6475988,-3.0041751
1260,3M Championship,"August 2 - 4, 2013",1750000.0,"Blaine, MN",7114.0,72.0,TPC of the Twin Cities,2013-08-02,2013-08-04,0.0,45.1607987,-93.2349489
1261,Dick's Sporting Goods Open,"August 16 - 18, 2013",1800000.0,"Endicott, NY",6974.0,72.0,En Joie GC,2013-08-16,2013-08-18,0.0,42.098408,-76.0493684
1262,Boeing Classic,"August 23 - 25, 2013",2000000.0,"Snoqualmie, WA",7183.0,72.0,The Club at Snoqualmie Ridge,2013-08-23,2013-08-25,0.0,47.5289527,-121.827093
1263,Shaw Charity Classic,"Aug 30 - September 1, 2013",2000000.0,"Calgary, AB",7117.0,71.0,Canyon Meadows Golf & Country Club,2013-08-30,2013-09-01,0.0,51.0456064,-114.057541
1264,Montreal Championship,"September 6 - 8, 2013",1600000.0,,6789.0,72.0,,2013-09-06,2013-09-08,0.0,,
1265,Pacific Links Hawai'i Championship,"September 20 - 22, 2013",1800000.0,"Kapolei, HI",7002.0,72.0,Kapolei Golf Course,2013-09-20,2013-09-22,0.0,21.3340079,-158.077849
1266,Nature Valley First Tee Open at Pebble Beach,"September 27 - 29, 2013",1800000.0,,6837.0,72.0,,2013-09-27,2013-09-29,0.0,,
1267,SAS Championship,"October 11 - 13, 2013",2100000.0,"Cary, NC",7137.0,72.0,Prestonwood CC,2013-10-11,2013-10-13,0.0,35.7882893,-78.7812081
1268,Greater Hickory Kia Classic,"October 18 - 20, 2013",1600000.0,,7090.0,72.0,,2013-10-18,2013-10-20,0.0,,
1269,AT&T Championship,"October 25 - 27, 2013",1900000.0,"San Antonio, TX",7406.0,72.0,TPC San Antonio (Oaks Course),2013-10-25,2013-10-27,0.0,29.4246002,-98.4951405
1270,Charles Schwab Cup Championship,"Oct 31 - November 3, 2013",2500000.0,"San Francisco, CA",7127.0,71.0,TPC Harding Park,2013-10-31,2013-11-03,0.0,37.7792588,-122.4193286
1271,Madeira Islands Open,"May 16 - 19, 2013",,,6825.0,72.0,,2013-05-16,2013-05-19,0.0,,
1272,The Presidents Cup,"October 3 - 6, 2013",,"Dublin, OH",7354.0,72.0,Muirfield Village Golf Club,2013-10-03,2013-10-06,0.0,40.0996009,-83.1135563
1273,ISPS Handa Women's Australian Open,"February 14 - 17, 2013",1200000.0,Royal Canberra Golf Club,6679.0,73.0,,2013-02-14,2013-02-17,0.0,-35.3044353,149.0865705075165
1274,Honda LPGA Thailand,"February 21 - 24, 2013",1500000.0,"Chon Buri, Thailand",6469.0,72.0,Siam Country Club (Pattaya Old Course),2013-02-21,2013-02-24,0.0,13.1857117,101.1210777
1275,HSBC Women's Champions,"Feb 28 - March 3, 2013",1400000.0,"Singapore, Singapore",6600.0,72.0,Sentosa Golf Club (Tanjong Course),2013-02-28,2013-03-03,0.0,1.357107,103.8194992
1276,RR Donnelley LPGA Founders Cup,"March 14 - 17, 2013",1500000.0,"Phoenix, AZ",6583.0,72.0,Wildfire at Desert Ridge,2013-03-14,2013-03-17,0.0,33.4484367,-112.074141
1277,Kia Classic,"March 21 - 24, 2013",1700000.0,"Carlsbad, CA",6593.0,72.0,Aviara Golf Club,2013-03-21,2013-03-24,0.0,33.1580933,-117.3505966
1278,Kraft Nabisco Championship,"April 4 - 7, 2013",2000000.0,"Rancho Mirage, CA",6738.0,72.0,Mission Hills Country Club,2013-04-04,2013-04-07,0.0,33.775155,-116.41561930792648
1279,LPGA LOTTE Championship,"April 17 - 20, 2013",1700000.0,"Kapolei, HI",6421.0,72.0,Ko Olina Golf Club,2013-04-17,2013-04-20,0.0,21.3340079,-158.077849
1280,North Texas LPGA Shootout,"April 25 - 28, 2013",1300000.0,"Irving, TX",7166.0,70.0,Las Colinas Country Club,2013-04-25,2013-04-28,0.0,32.8295183,-96.9442177
1281,Kingsmill Championship,"May 2 - 5, 2013",1300000.0,"Williamsburg, VA",6379.0,71.0,Kingsmill Resort & Spa,2013-05-02,2013-05-05,0.0,37.2708788,-76.7074042
1282,Mobile Bay LPGA Classic,"May 16 - 19, 2013",1200000.0,"RTJ Golf Trail, Magnolia Grove's The Crossings",6521.0,72.0,,2013-05-16,2013-05-19,0.0,,
1283,Pure Silk-Bahamas LPGA Classic,"May 24 - 26, 2013",1300000.0,,6644.0,45.0,,2013-05-24,2013-05-26,0.0,,
1284,ShopRite LPGA Classic,"May 31 - June 2, 2013",1500000.0,"Galloway, NJ",6155.0,71.0,Seaview Hotel and Golf Club,2013-05-31,2013-06-02,0.0,40.368891149999996,-74.1561383
1285,Wegmans LPGA Championship,"June 6 - 9, 2013",2250000.0,Locust Hill Country Club,6534.0,72.0,,2013-06-06,2013-06-09,,43.08729625,-77.55727290507501
1286,Walmart NW Arkansas Championship,"June 21 - 23, 2013",2000000.0,"Rogers, AR",6389.0,71.0,Pinnacle Country Club,2013-06-21,2013-06-23,0.0,36.3330154,-94.1166283
1287,U.S. Women's Open,"June 27 - 30, 2013",3250000.0,Sebonack Golf Club,6821.0,72.0,,2013-06-27,2013-06-30,0.0,40.9110503,-72.45573478161305
1288,Manulife Financial LPGA Classic,"July 11 - 14, 2013",1300000.0,Grey Silo Golf Course,6330.0,71.0,,2013-07-11,2013-07-14,0.0,43.520155849999995,-80.47524432738581
1289,Marathon Classic,"July 18 - 21, 2013",1300000.0,"Sylvania, OH",6428.0,71.0,Highland Meadows GC,2013-07-18,2013-07-21,0.0,41.7189392,-83.7129935
1290,RICOH Women's British Open,"August 1 - 4, 2013",2750000.0,"St. Andrews, Scotland",6672.0,72.0,St Andrews Links (Old Course),2013-08-01,2013-08-04,0.0,56.3403902,-2.7955844
1291,CN Canadian Women's Open,"August 22 - 25, 2013",2000000.0,Royal Mayfair Golf & Country Club,6403.0,70.0,,2013-08-22,2013-08-25,0.0,,
1292,Safeway Classic,"Aug 29 - September 1, 2013",1300000.0,"Portland, OR",6465.0,72.0,Columbia Edgewater Country Club,2013-08-29,2013-09-01,0.0,45.5202471,-122.674194
1293,The Evian Championship,"September 12 - 15, 2013",3250000.0,"Bains, France",6428.0,71.0,Evian Resort Golf Club Évian les,2013-09-12,2013-09-15,0.0,45.0091425,3.7760258
1294,Reignwood Pine Valley LPGA Classic,"October 3 - 6, 2013",1800000.0,"Beijing, China",6596.0,73.0,Pine Valley Golf Club,2013-10-03,2013-10-06,0.0,40.190632,116.412144
1295,Sime Darby LPGA Malaysia,"October 10 - 13, 2013",2000000.0,"Kuala Lumpur, Malaysia",6967.0,72.0,TPC Kuala Lumpur,2013-10-10,2013-10-13,0.0,3.1516964,101.6942371
1296,LPGA KEB - HanaBank Championship,"October 18 - 20, 2013",1900000.0,"Incheon, South Korea",6364.0,72.0,Sky 72 Golf Club Ocean Course,2013-10-18,2013-10-20,0.0,37.456,126.7052
1297,Sunrise LPGA Taiwan Championship,"October 24 - 27, 2013",2000000.0,"Duluth, GA",6390.0,72.0,TPC Sugarloaf,2013-10-24,2013-10-27,0.0,34.0028569,-84.1441046
1298,Mizuno Classic,"November 8 - 10, 2013",1200000.0,"University Place, WA",6506.0,72.0,Chambers Bay GC 2,2013-11-08,2013-11-10,0.0,47.2258172,-122.5371325
1299,Lorena Ochoa Invitational,"November 14 - 17, 2013",1000000.0,"Saint Simons Island, GA",6626.0,72.0,Sea Island Resort (Plantation Course),2013-11-14,2013-11-17,0.0,31.2182863,-81.3612077
1300,CME Group Titleholders,"November 21 - 24, 2013",2000000.0,"Naples, FL",7271.0,72.0,Tiburón Golf Club,2013-11-21,2013-11-24,0.0,26.1421976,-81.7942944
1302,Mexico Championship Presented by Banamex,"May 23 - 26, 2013",700000.0,"Valencia, Spain",7708.0,72.0,El Bosque Golf Club,2013-05-23,2013-05-26,0.0,39.4697065,-0.3763353
1303,The Solheim Cup,"August 16 - 18, 2013",,Colorado Golf Club,7066.0,72.0,,2013-08-16,2013-08-18,0.0,39.47591145,-104.74626997527602
1304,Chiquita Classic,"September 5 - 8, 2013",1000000.0,,7100.0,72.0,,2013-09-05,2013-09-08,0.0,,
1306,Hyundai Tournament of Champions,"January 3 - 6, 2014",5700000.0,"Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2014-01-03,2014-01-06,0.0,20.99490395,-156.6562339558182
1307,Humana Challenge in partnership with the Clinton Foundation,"January 16 - 19, 2014",5700000.0,,6950.0,72.0,,2014-01-16,2014-01-19,0.0,,
1308,Waste Management Phoenix Open,"Jan 30 - February 2, 2014",6200000.0,"Scottsdale, AZ",7152.0,71.0,TPC Scottsdale (Stadium Course),2014-01-30,2014-02-02,0.0,33.4942189,-111.926018
1309,AT&T Pebble Beach National Pro-Am,"February 6 - 9, 2014",6600000.0,,6953.0,72.0,,2014-02-06,2014-02-09,0.0,,
1310,Farmers Insurance Open,"January 23 - 26, 2014",6100000.0,,7052.0,72.0,,2014-01-23,2014-01-26,0.0,,
1311,Sony Open in Hawaii,"January 9 - 12, 2014",5600000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2014-01-09,2014-01-12,0.0,21.304547,-157.855676
1312,Northern Trust Open,"February 13 - 16, 2014",6700000.0,"Pacific Palisades, CA",7349.0,71.0,Riviera Country Club,2014-02-13,2014-02-16,0.0,34.0480643,-118.5264706
1313,The Honda Classic,"Feb 27 - March 2, 2014",6000000.0,"Palm Beach Gardens, FL",7140.0,70.0,PGA National Resort & Spa (The Champion),2014-02-27,2014-03-02,0.0,26.8233946,-80.1386547
1314,Arnold Palmer Invitational presented by MasterCard,"March 20 - 23, 2014",6200000.0,"Orlando, FL",7419.0,72.0,Arnold Palmer's Bay Hill Club & Lodge,2014-03-20,2014-03-23,0.0,28.5421109,-81.3790304
1315,Zurich Classic of New Orleans,"April 24 - 27, 2014",6800000.0,"Avondale, LA",7425.0,72.0,TPC Louisiana,2014-04-24,2014-04-27,0.0,29.90669,-90.19013768959968
1316,THE PLAYERS Championship,"May 8 - 11, 2014",10000000.0,"Ponte Vedra Beach, FL",6847.0,70.0,TPC Sawgrass (THE PLAYERS Stadium Course),2014-05-08,2014-05-11,0.0,30.2274645,-81.3800824
1317,The Masters,"April 10 - 13, 2014",9000000.0,"Augusta, GA",7435.0,72.0,Augusta National Golf Club,2014-04-10,2014-04-13,1.0,33.4709714,-81.9748429
1318,RBC Heritage,"April 17 - 20, 2014",5800000.0,"Hilton Head Island, SC",7101.0,71.0,Harbour Town Golf Links,2014-04-17,2014-04-20,0.0,32.1618488,-80.7512616
1319,Wyndham Championship,"August 14 - 17, 2014",5300000.0,"Greensboro, NC",7127.0,70.0,Sedgefield Country Club,2014-08-14,2014-08-17,0.0,36.0726355,-79.7919754
1320,Shell Houston Open,"April 3 - 6, 2014",6400000.0,"Houston, TX",7441.0,72.0,Golf Club of Houston,2014-04-03,2014-04-06,0.0,29.7589382,-95.3676974
1321,HP Byron Nelson Championship,"May 15 - 18, 2014",6900000.0,"Irving, TX",7166.0,70.0,TPC Four Seasons Resort,2014-05-15,2014-05-18,0.0,32.8295183,-96.9442177
1322,Crowne Plaza Invitational at Colonial,"May 22 - 25, 2014",6400000.0,"Fort Worth, TX",7204.0,70.0,Colonial Country Club,2014-05-22,2014-05-25,0.0,32.753177,-97.3327459
1323,the Memorial Tournament presented by Nationwide Insurance,"May 29 - June 1, 2014",6200000.0,"Dublin, OH",7392.0,72.0,Muirfield Village Golf Club,2014-05-29,2014-06-01,0.0,40.0996009,-83.1135563
1324,The Barclays,"August 21 - 24, 2014",8000000.0,"Paramus, NJ",7319.0,71.0,Ridgewood Country Club,2014-08-21,2014-08-24,0.0,40.9452911,-74.0735899
1325,U.S. Open,"June 12 - 15, 2014",9000000.0,"Pinehurst, NC",6649.0,70.0,Pinehurst No. 2,2014-06-12,2014-06-15,1.0,35.1951981,-79.4692796
1326,FedEx St. Jude Classic,"June 5 - 8, 2014",5800000.0,"Memphis, TN",7239.0,70.0,TPC Southwind,2014-06-05,2014-06-08,0.0,35.1460249,-90.0517638
1327,Travelers Championship,"June 19 - 22, 2014",6200000.0,"Cromwell, CT",6841.0,70.0,TPC River Highlands,2014-06-19,2014-06-22,0.0,41.5949942,-72.6455665
1328,BMW Championship,"September 4 - 7, 2014",8000000.0,"Cherry Hills Village, CO",7352.0,70.0,Cherry Hills CC,2014-09-04,2014-09-07,0.0,39.6416544,-104.959425
1329,The Open Championship,"July 17 - 20, 2014",9200000.0,Hoylake,7312.0,72.0,Royal Liverpool GC,2014-07-17,2014-07-20,1.0,53.3917719,-3.1783429
1330,PGA Championship,"August 7 - 10, 2014",10000000.0,"Louisville, KY",7458.0,71.0,Valhalla Golf Club,2014-08-07,2014-08-10,1.0,38.2542376,-85.759407
1331,World Golf Championships-Bridgestone Invitational,"Jul 31 - August 3, 2014",9000000.0,"Akron, OH",7400.0,70.0,Firestone CC (South Course),2014-07-31,2014-08-03,0.0,41.083064,-81.518485
1332,RBC Canadian Open,"July 24 - 27, 2014",5700000.0,"Montreal, PQ",7153.0,70.0,The Royal Montreal Golf Club,2014-07-24,2014-07-27,0.0,-22.34740595,-46.93981316212485
1333,John Deere Classic,"July 10 - 13, 2014",4700000.0,"Silvis, IL",7268.0,71.0,TPC Deere Run,2014-07-10,2014-07-13,0.0,41.5122561,-90.4151301
